status,message_id,conversation_id,user_id,明文信息,intent,input,output,input_tokens,output_tokens,total_tokens,start_time,latency,latency_first_resp,connector,workflow_execute_id,trigger_name,version
success,7644024741145313323,7644015981803159578,be380d6b2e552614097c394f4b2c820f,2班_42_2,,我已完成学案。,"好的，恭喜你三个部分的学习都完成啦?? 下面进入复习阶段！我来问你几个问题帮你巩固知识哦~
第一个问题：你还记得AI和普通的计算器程序最大的区别是什么吗？",4299,49,4348,2026-05-26_10:40:01,4090ms,2753ms,Chat SDK,,,
success,7644024712893251624,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,你能不能不要问我了，我要下课了。,我们聊了【AI的概念相关内容】，还差【AI原理、AI应用】没聊，点击二/三按钮让我们一起讨论这些内容吧~,4068,35,4103,2026-05-26_10:39:55,2897ms,1834ms,Chat SDK,,,
success,7644024691937820708,7644015820369395738,11146e58bdeb07371c6b3bec0b9c399a,2班_29_2,,我们这个第三部分做了。,我们还没聊第三部分的具体内容哦?? 先回到刚才的问题：你觉得拍舌头照让AI做中医诊断是真的吗？你觉得它可能是怎么做到的呀？,4266,44,4310,2026-05-26_10:39:50,3844ms,2726ms,Chat SDK,,,
success,7644024680970731547,7644015981803159578,be380d6b2e552614097c394f4b2c820f,2班_42_2,,不准确这类的。,"你这个担心特别真实！毕竟AI的判断全靠之前学的数据，要是数据有遗漏或者偏差，确实容易出现不准的情况，所以现在AI大多是辅助医生做判断，最后还是要医生来把关哦~

恭喜你完成第三部分的学习！现在我们已经清楚了AI的应用，比如AI舌诊是通过“训练-推理-预测”三个步骤工作的，同时它也存在数据偏差、需要解释判断依据这些需要注意的地方。接下来请完成学案的【模块3：AI应用之舌诊】。完成学案后告诉我【我已经完成学案】，我们再进行接下来的学习~",4259,135,4394,2026-05-26_10:39:47,3869ms,1041ms,Chat SDK,,,
success,7644024666383171638,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,就是可以像人一样感知、思考和判断。,说得特别好！这个总结很到位?? 那我再考考你，你觉得你平时用的计算器是AI吗？为什么呀？,4071,31,4102,2026-05-26_10:39:44,2998ms,2518ms,Chat SDK,,,
success,7644024660732264511,7644015890010636331,e74a8e82c3e91fee4be0193c4b4d972f,2班_11_2,,用之前学到的设,"哇你太聪明啦！完全正确? 它才不是死记硬背找一模一样的舌头呢，毕竟每个人的舌头都不可能完全一样对吧？它会用之前学来的规律，提取你舌头上的特征，比如舌苔是什么颜色、舌头边缘有没有齿痕、舌头是胖还是瘦，这个过程在AI里叫“推理”，就像你学完公式后做一道从来没见过的新题一样~

那我再问你哦：等AI分析完你舌头的这些特征，最后一步要做什么？它会直接给你一个100%确定的诊断结果吗？",4208,133,4341,2026-05-26_10:39:42,6287ms,2431ms,Chat SDK,,,
success,7644024617618767881,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,应该是那个总，会总结那个。,对啦！你抓的点特别准?? 那你现在能不能用自己的话说说，AI最大的特点是什么呀？,4065,28,4093,2026-05-26_10:39:32,2206ms,1191ms,Chat SDK,,,
success,7644024608228950043,7644016043152785443,16996c6c0db253745b95ca6f655c6a49,2班_53_2,,我已经写完所有的了。,我们现在聊了AI舌诊的前两步：训练和推理，还差AI预测的细节、AI的局限性没聊完哦，先把这部分内容讨论完再完成学案也不迟呀~你先说说为啥只学过成年人舌象的AI给小朋友看舌头不准呀？,4164,63,4227,2026-05-26_10:39:31,3020ms,1291ms,Chat SDK,,,
success,7644024586534666246,7644016103290716214,1f9f7eb85e66078c6bddda7c2721a1d3,2班_37_2,,讨论AI应用,请勿连续点击按钮。我们先把刚才的问题聊完哦：你觉得CNN和RNN分别出了自己的结果之后，最后要怎么得到最终的诊断结果呀？,4204,39,4243,2026-05-26_10:39:25,2768ms,1775ms,Chat SDK,,,
success,7644024560543383592,7644015890010636331,e74a8e82c3e91fee4be0193c4b4d972f,2班_11_2,,要,"对呀！就像你学数学要对照带答案的例题一样，AI学舌诊的时候，看的每一张舌头照片都得配上专业中医的诊断结果，比如“黄苔”“有齿痕”“对应脾胃虚弱”这类标注，这样它才能慢慢总结出舌象和身体状况的对应规律~这个过程就是AI的“训练”哦，和你上课学知识是一样的道理~

那我再问你哦：等AI“学完”这些带标注的舌象照片之后，你现在拍了一张自己的舌头照片传给它，你觉得它接下来是直接翻记忆找有没有和你舌头一模一样的照片，还是用之前学到的规律来分析你的舌象呀？",4214,155,4369,2026-05-26_10:39:19,5089ms,1360ms,Chat SDK,,,
success,7644024556504973327,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,啊，然后让你的这个,哈哈是不是有点记混啦？我给你提个醒哦，之前我们举过两个程序的例子：一个只会按提前写死的规则算题，另一个看了1000道练习题后自己总结出了“逢十进一”的规律，能做没教过的题。你觉得这两个哪个是AI呀？为什么？,4007,78,4085,2026-05-26_10:39:19,2692ms,799ms,Chat SDK,,,
success,7644024106991714313,7644016719460466740,0f86e98403cea95eda9bba28954ca52c,2班_41_2,,啊，不会啊，你可以需要进行系统的学习。那么同理，AI 它不是,"你这个类比特别对！?? 它之前学的全是中文病历的规律，根本没接触过英文的表达，当然就看不懂啦，就像你没学过英语的话，看英文病历也一头雾水对吧~

现在前面的小问题我们都聊得差不多啦，你能不能用自己的话简单说说，AI看病的时候用了哪两个“帮手”，它们分别负责什么工作呀？",4221,92,4313,2026-05-26_10:37:34,3934ms,1578ms,Chat SDK,,,
success,7644024080127590441,7644015932775481395,70e51324a4fa15af51dd2ad19ce16f8a,2班_20_2,,好，首先，AI face 中文是什么意思呀？哎，人工智能，人工智能有没有思想？没有。有啊。它像人它像人脑一样，但是它不像普通计算机一样，它在来，AI 进行思考，到底是程序还是数据？程序。数据。不考哦。程序。程序不考，数据只是教会他学习一些材料。可以了。好，人工智能需不需要进行学习？需要。所以我们这里就得出两个结论，人工智能它有哪两种能力？一个是好，第二个是学习，好，那么人工智能它像人类没错，OK，这三个空要填。幸好可以填得对。好，接下来，医生是天生就会看病的吗？,请勿聊无关内容，后台有记录。请回复上个问题。,4289,14,4303,2026-05-26_10:37:27,3228ms,2723ms,Chat SDK,,,
success,7644023822446706688,7644015981803159578,be380d6b2e552614097c394f4b2c820f,2班_42_2,,让我兴奋的点是不用跑去大医院去看，很方便。,"哈哈这个点太实在了！尤其是住在离大医院远的地方，有AI帮忙初筛真的能省好多时间精力??
那你有没有什么担心的地方呀？比如会不会出错、隐私会不会泄露之类的？可以随便说说你的想法~",4313,56,4369,2026-05-26_10:36:27,4559ms,2728ms,Chat SDK,,,
success,7644023817590063123,7644015820369395738,11146e58bdeb07371c6b3bec0b9c399a,2班_29_2,,家务也做了。,请勿聊无关内容，后台有记录。请回复上个问题。,4310,14,4324,2026-05-26_10:36:26,4299ms,3817ms,Chat SDK,,,
success,7644023812175364150,7644015864170283050,0252b61777eea08d903fd72d9b3d2673,2班_40_2,,算对。,"哇，你数学超棒的哎?? 那如果老师从来没教过你百位数加法的规则，你也从来没做过类似的题，第一次见就能算对吗？
回到AI的问题哦，要是它从来没见过非洲朋友的舌象，没学习过对应情况下“正常舌象”是什么样的，你觉得它会不会把本来正常的舌色当成生病的表现呀？",4294,90,4384,2026-05-26_10:36:25,6634ms,4175ms,Chat SDK,,,
success,7644023809721139252,7644016043152785443,16996c6c0db253745b95ca6f655c6a49,2班_53_2,,不准！,没错！你一下子就抓到关键啦?? 那你能说说为什么它给小朋友看就不准吗？可以从AI的学习过程来想一想哦~,4162,34,4196,2026-05-26_10:36:24,3736ms,2366ms,Chat SDK,,,
success,7644023805098082340,7643715248487186467,169731f5c0cca1a4144a1ac986c3e640,2班_2_2,,但担心会出错。,"你的担心太实在啦！AI确实有可能出错，比如如果训练它的数据不够全、或者碰到很罕见的病例，就容易判断不准，所以现在AI都只是当医生的小助手，最终诊断还是要医生来把关的~

恭喜你完成第三部分的学习！现在我们已经清楚了AI的应用，AI舌诊会经过训练、推理、预测三个步骤，同时也存在数据偏差、可解释性这些需要注意的问题哦。接下来请完成学案的【模块3：AI应用之舌诊】。完成学案后告诉我【我已经完成学案】，我们再进行接下来的学习~",4269,132,4401,2026-05-26_10:36:23,5765ms,2856ms,Chat SDK,,,
success,7644023785834086406,7644016279799611426,682fca7eb48446a5c268dcc3dc109dd2,2班_8_2,,CNN 和 RNN CNN 负责处理患者片子，RNN 负责看，患理解患者的并且,"太棒啦，已经把两个核心模型的分工记得差不多了? 补充个小知识点：RNN除了能理解病历文字，还能处理语音类的信息哦，比如患者口述的病史录音，它也能按时间顺序梳理出症状发展的过程~

第三个问题：如果AI要帮我们看舌象判断身体状况，第一步要先做什么准备呀？",4300,82,4382,2026-05-26_10:36:19,6192ms,3735ms,Chat SDK,,,
success,7644023779093659711,7644015820369018906,7acea69ddca84d8689067f4bde689269,2班_36_2,,进入小结。,"【完成证明】
【恭喜你完成本节课的学习！】
【请将此信息截图提交】

目前为止：
你了解了人工智能的定义——让机器模仿人类智能，能从例子中自己学习规律；
你分清了AI和普通程序的不同——普通程序按人写死的规则执行，而AI能从数据里自己总结规律、解决新问题；
你学会了AI看病的两个核心“帮手”——【卷积神经网络（CNN）】像AI的眼睛，负责看CT、X光这类医学图像，【循环神经网络（RNN）】像AI的记忆，擅长处理病历、病程记录这类有顺序的文字信息；
你还搞懂了AI舌诊的工作流程：先“训练”（学习大量带标签的舌象照片）、再“推理”（分析新上传的舌象特征）、最后“预测”（给出概率性的诊断结果），也想到了数据偏差会影响AI诊断准确性的问题，这个思考特别有价值！

做得超棒！?? 接下来你可以自由点击按钮“一”“二”“三”复习知识点，学案有不会的也可以随时问我哦~我们下次课见~",4347,259,4606,2026-05-26_10:36:17,8706ms,3462ms,Chat SDK,,,
success,7644023769351127090,7644015820369395738,11146e58bdeb07371c6b3bec0b9c399a,2班_29_2,,我已完成学案。,"好的，接下来我们就进入最后一部分“三、讨论AI应用”啦??
先问你个有意思的问题：你知道吗？现在有一种AI，你拍一张舌头照片上传，它就能分析你的身体状况，给出中医诊断！你觉得这是真的吗？它可能是怎么做到的？",4292,69,4361,2026-05-26_10:36:15,4566ms,3260ms,Chat SDK,,,
success,7644023769405095946,7643715248487186467,169731f5c0cca1a4144a1ac986c3e640,2班_2_2,,兴奋的是高科技。,"哇，这个点超棒！高科技确实能让看病变方便好多，比如不用特意排队等医生看舌象，在家拍个照就能先做初步筛查，偏远地区的人也能用到优质的医疗资源，想想就很酷对吧??
那最让你担心的点又是什么呀？可以随便说说你的想法~",4218,72,4290,2026-05-26_10:36:15,4829ms,2621ms,Chat SDK,,,
success,7644023760576315419,7644015864170283050,0252b61777eea08d903fd72d9b3d2673,2班_40_2,,会准，因为要相信 AI。,"哈哈，你对AI还挺有信心的！有意思~那如果这个AI从来没见过肤色更深的人的舌象特征，它会不会把正常的舌色误判成病态的呀？
你再想想，如果老师教你做数学题的时候，只教过个位数的加法，突然让你算百位数的加法，你还能算对吗？这和AI的情况是不是有点像？",4344,88,4432,2026-05-26_10:36:13,4261ms,1895ms,Chat SDK,,,
success,7644023755618484264,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,我不是跟你聊完了吗？我前两个，你什么意思啊？,哈哈不好意思呀，是我记错进度啦?? 那我们先回忆下之前聊过的AI核心特点：AI和普通程序最大的区别是，普通程序是“被告诉怎么做”，而AI是____？你能用自己的话说一说吗？,4125,56,4181,2026-05-26_10:36:11,3556ms,1795ms,Chat SDK,,,
success,7644023744265191433,7644015890010636331,e74a8e82c3e91fee4be0193c4b4d972f,2班_11_2,,不知道,没关系呀，我们可以一起想?? 你平时上课学新知识的时候，是不是会先看课本里的例题，而且例题都有正确答案对不对？那AI学习是不是也和你上课差不多呀？你觉得给AI的舌头照片，要不要也像例题一样配上医生写好的正确诊断呀？,4172,68,4240,2026-05-26_10:36:09,3138ms,861ms,Chat SDK,,,
success,7644023743175180351,7644016043152785443,16996c6c0db253745b95ca6f655c6a49,2班_53_2,,因为 AI 也没有确定，这个到底是不是，万一给你判断错了怎么办？,"你说的特别对！毕竟每个人的身体情况千差万别，AI是从之前的训练数据里学的规律，不可能覆盖所有特殊情况呀。
那我再问你一个有意思的问题：如果这个AI训练的时候，学的全是成年人的舌象照片，现在给一个小朋友看舌头，你觉得它的判断还会准吗？为什么呀？",4139,82,4221,2026-05-26_10:36:09,3130ms,827ms,Chat SDK,,,
success,7644023732697301007,7644015879973388342,74d5a8066bea2bde00544637a3b9260f,2班_13_2,,所以说他学会了中国舌象后，可以直接给外国看舌头，对吧？,"你的这个思考特别有价值！但其实直接用肯定不行哦，因为它没学过外国人的舌象数据，就像你只学了数学公式，没做过英语题，肯定没法直接考英语对吧~

那我再问你一个问题哦：如果这个AI给你出了一个诊断结果，但是它说不清楚自己是怎么得出这个结论的，你觉得这样的结果你信得过吗？AI应不应该把判断依据告诉大家呀？",4388,102,4490,2026-05-26_10:36:06,5801ms,2833ms,Chat SDK,,,
success,7644023729097703476,7644015908256170018,7e41c7f2bcc74473dfacb1411232b3b6,2班_28_2,,AI 是什么？,请勿聊无关内容，后台有记录。请回复上个问题。,4163,14,4177,2026-05-26_10:36:05,3192ms,2527ms,Chat SDK,,,
success,7644023722744283170,7644015820369395738,11146e58bdeb07371c6b3bec0b9c399a,2班_29_2,,他用了 CNN 的，他用了 CNN CNN 就是负责看病的，就看片，负责视觉。然后 RNN 就是负责看文字。然后最后再然后最后再，解，总结，提出建议。,"哇，你说的完全正确！一下就把两个核心帮手的分工都理清楚了?? 我再给你补个小细节：CNN的中文名叫【卷积神经网络】，是AI的“眼睛”专门看X光、CT这类医学影像；RNN的中文名叫【循环神经网络】，是AI的“记忆”专门处理病历、病程描述这类有顺序的文字信息，最后两者结合就能给出综合判断啦。

恭喜你完成第二部分的学习！接下来请完成学案的【模块2：AI如何学看病】，完成后告诉我【我已经完成学案】，我们就只剩最后一小部分啦??",4230,136,4366,2026-05-26_10:36:04,4466ms,1239ms,Chat SDK,,,
success,7644023716842864659,7644015932775481395,70e51324a4fa15af51dd2ad19ce16f8a,2班_20_2,,C M L.,"哈哈是不是字母还有点记混呀？给你个小提示哦，专门当AI“眼睛”、擅长看图片的模型是【CNN】（卷积神经网络）~你是不是想说这个呀？
那你觉得它比RNN更适合分析CT的原因是什么呀？",4190,60,4250,2026-05-26_10:36:03,6733ms,5221ms,Chat SDK,,,
success,7644023714211971081,7644015975625048110,725af8f8fbd4cf3ae4e237a6ab74ab74,2班_18_2,,我想进入小结。,"【完成证明】
【恭喜你完成本节课的学习！】
【请将此信息截图提交】

目前为止：
你了解了人工智能的定义——让机器模仿人类智能；
你分清了AI和普通程序的不同——AI能从例子中自己学规律；
你学会了AI看病的两个核心“员工”——CNN（眼睛）看片子，RNN（记忆）读病历；
你还看到了AI舌诊是怎么工作的（训练→推理→预测），也提出了自己对AI看病最兴奋的点是可以随时和AI讨论病情、最担心AI出错的想法，都很值得思考。

目前为止，我们一起学习了这些内容。接下来你可以自由地点击按钮“一”、“二”、“三”复习，也可以完成学案哦！学案有不会的也可以随时问我~
做得很好！?? 我们下次课见~",4465,198,4663,2026-05-26_10:36:02,6247ms,2542ms,Chat SDK,,,
success,7644023708244148275,7644015979387469870,32d01de19f128b99f7d6b031e5e15289,2班_34_2,,看病例，然后去看一些病例，然后去对比照，然后去标上它对应的那个问题。,"太厉害啦！你完全说中了AI训练的核心～对，AI得先看成千上万张舌象照片，每张都标好对应的中医诊断结果，比如“黄苔对应热证”“齿痕舌对应脾虚”这类标注，这个过程就像你们上课跟着课本学知识点一样，在机器学习里叫“训练”哦。

那我再问你哦：如果AI已经“学完”这些标注好的舌象资料了，这时候你拍了一张自己的舌头照片传上去，你觉得AI是直接翻自己记忆里找有没有和你舌头长得一模一样的照片吗？还是会做别的事？??",4038,140,4178,2026-05-26_10:36:01,5294ms,1927ms,Chat SDK,,,
success,7644023698563940367,7643715248487186467,169731f5c0cca1a4144a1ac986c3e640,2班_2_2,,小,"哈哈哈，是不是想说“想”呀？其实大多数患者都希望能知道判断依据的，毕竟是自己的身体情况嘛~ 现在医疗领域的共识也是，AI的判断依据既要给医生做参考，也要能清晰地解释给患者听，这样大家才能更放心地用它呀。

最后一个小问题哦：现在AI能帮着看舌诊、看CT、甚至帮医生写病历，关于AI看病这件事，最让你兴奋的点是什么？最让你担心的又是什么呀？",4212,113,4325,2026-05-26_10:35:58,5083ms,2402ms,Chat SDK,,,
success,7644023694726430755,7644015864170283050,0252b61777eea08d903fd72d9b3d2673,2班_40_2,,然后最后,"哈哈，你是说最后一步预测对吧？刚才我们说到AI最后会给出概率形式的判断，而不是100%确定的结论，这就是舌诊AI工作的最后一步哦。
现在我们来聊聊AI舌诊的局限性好不好？第一个问题：如果这个AI训练时用的全是中国人的舌象照片，现在给它看一位非洲朋友的舌头，你觉得它诊断得还准吗？为什么呀？",4356,95,4451,2026-05-26_10:35:57,3731ms,1031ms,Chat SDK,,,
success,7644023692037865510,7644015820369018906,7acea69ddca84d8689067f4bde689269,2班_36_2,,需要经过训练，然后推理以及预测，最后得出诊断。,"完全正确！?? 再给你补充个小知识：这三步其实是所有AI医疗应用的通用流程哦，不管是AI看CT、AI读心电图，还是AI问病史，都是先训练学规律、再推理提特征、最后预测出结果的~

现在这几个核心问题你都答得特别好！还有什么想复习的知识点吗？或者你想进入小结拿完成证明呀？",4486,89,4575,2026-05-26_10:35:57,4992ms,2387ms,Chat SDK,,,
success,7644023693043793946,7644016719460466740,0f86e98403cea95eda9bba28954ca52c,2班_41_2,,他会把有白肺的重症病人判断成正常人。因为它的占比大，更多。,"哈哈刚好反过来哦?? 你想：它见了90%都是白肺的片子，会默认“大部分片子都是有问题的”，所以反而容易把没病的正常人的片子，也误判成有肺炎的~ 这就是AI里很常见的“数据偏差”问题，训练数据不平衡的话，AI就会“偏心”~

我再问你一个哦：如果训练RNN的病历全是中文写的，你给它一份英文的病历，它能准确理解吗？为什么呀？",4187,116,4303,2026-05-26_10:35:57,4615ms,1741ms,Chat SDK,,,
success,7644023687218184198,7644015807068635172,e118f59673d979fc5ccac8b1cab6f564,2班_7_2,,进入小结环节。,"【完成证明】
【恭喜你完成本节课的学习！】
【请将此信息截图提交】

目前为止：
你了解了人工智能的定义——让机器模仿人类智能；
你分清了AI和普通程序的不同——AI能从例子中自己学规律；
你学会了AI看病的两个核心“员工”——CNN（眼睛）看片子，RNN（记忆）读病历；
你还看到了AI舌诊是怎么工作的（训练→推理→预测），也提出了AI训练需要覆盖全年龄段人群的思考，都很值得讨论。

目前为止，我们一起学习了这些内容。接下来你可以自由地点击按钮“一”、“二”、“三”复习，也可以完成学案哦！学案有不会的也可以随时问我~

做得很好！?? 我们下次课见~",4195,185,4380,2026-05-26_10:35:56,4865ms,1351ms,Chat SDK,,,
success,7644023683569172521,7644015908256170018,7e41c7f2bcc74473dfacb1411232b3b6,2班_28_2,,小姐姐，这不是 AI 吗？我聊的是 AI。,请勿聊无关内容，后台有记录。请回复上个问题。,4310,14,4324,2026-05-26_10:35:55,1764ms,1264ms,Chat SDK,,,
success,7644023683119759396,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,讨论AI概念,好的！我们先从最基础的开始——你生活中遇到过哪些听起来像“人工智能”的东西呀？,4170,26,4196,2026-05-26_10:35:55,3116ms,2407ms,Chat SDK,,,
success,7644023678594285606,7644016043152785443,16996c6c0db253745b95ca6f655c6a49,2班_53_2,,不会。,"对呀！太聪明啦? AI没办法给出100%确定的结果，它只会算出一个概率，比如“你有85%的可能性是上火”。
那你觉得为什么AI没法给出百分之百肯定的结论呀？可以大胆说说你的想法~",4152,57,4209,2026-05-26_10:35:54,3444ms,1634ms,Chat SDK,,,
success,7644023667849216036,7644015890010636331,e74a8e82c3e91fee4be0193c4b4d972f,2班_11_2,,怎么分析出来,有意思，我们一步步来拆解它的分析过程哦?? 先回到刚才的问题：你觉得要训练这个AI看舌诊，需要给它看的资料是随便的舌头照片吗？每张照片是不是得配上医生已经做好的诊断结果，比如“这个舌象是黄苔，对应上火”这种？你觉得对不对呀？,4142,75,4217,2026-05-26_10:35:51,4932ms,2431ms,Chat SDK,,,
success,7644023659964071962,7644015849959260169,868e72fbc7fd6b248a85d3a1094839a7,2班_17_2,,对对对对对。,"太对啦！这就是AI最特别的地方~普通计算器只能按照人类提前写好的固定规则计算，而AI能自己从海量例子里摸出规律，甚至能解决人类没教过它的问题哦?

我再问你第二个问题：如果要让AI同时分析病人的肺部CT和病程描述的病历，需要用到我们之前说的哪两个AI“小帮手”呀，分别负责什么？",4107,92,4199,2026-05-26_10:35:50,4011ms,1570ms,Chat SDK,,,
success,7644023658175954978,7644015897308938266,cbf2a8e891bb6bcd1e30c40ff0041265,2班_30_2,,我不想复,我们目前只完成了【AI应用】的讨论哦，还差【AI概念】和【AI原理】两个部分还没聊呢，点击一/二按钮让我们一起讨论这些内容吧~,4171,43,4214,2026-05-26_10:35:49,2743ms,1595ms,Chat SDK,,,
success,7644023649763164194,7644015975625048110,725af8f8fbd4cf3ae4e237a6ab74ab74,2班_18_2,,像我们平时的学学习小测，还有做考试。,"对呀！这个对应太准了?? 训练就像你上课跟着老师学知识点、做例题，推理就像你平时做小测练手，预测就是期末考试给你新题，你用学过的知识得出答案~
再补个小知识点：现在大部分AI给出的诊断结果都是概率性的，就像你做选择题也会有拿不准的时候，所以最后还是需要医生来把关确认哦。
还有什么想复习的吗？或者你想进入小结？",4462,107,4569,2026-05-26_10:35:47,5675ms,2840ms,Chat SDK,,,
success,7644023646235443252,7644015979387469870,32d01de19f128b99f7d6b031e5e15289,2班_34_2,,看一些,哈哈，“看一些”说的很对！那你觉得这些舌头照片上，除了图片本身，还要标上什么信息，AI才能学会对应关系呀？,4154,37,4191,2026-05-26_10:35:46,1818ms,743ms,Chat SDK,,,
success,7644023636789674019,7644015869295591478,d77473ce739cef334daa07b7bba517f9,2班_25_2,,我已完成学案。,"我们已经把三个部分的内容都聊完啦，现在进入复习阶段！?? 我来问你几个小问题帮你巩固一下哦：
1. 你能不能用一句话说说AI和普通计算器最大的区别是什么呀？
2. 如果要让AI分析肺部CT片子，我们会用到之前说的哪个“AI帮手”呀？
3. AI舌诊的三个步骤里，哪个步骤是AI“上课学习”的过程呀？",4299,99,4398,2026-05-26_10:35:44,4879ms,1798ms,Chat SDK,,,
